timestamp,0
2025-01-12 05:00:00,568
2025-01-12 05:00:05,849
2025-01-12 05:00:10,900
2025-01-12 05:00:15,974
2025-01-12 05:00:20,986
2025-01-12 05:00:25,855
2025-01-12 05:00:30,764
2025-01-12 05:00:35,1114
2025-01-12 05:00:40,767
2025-01-12 05:00:45,885
2025-01-12 05:00:50,1122
2025-01-12 05:00:55,1034
2025-01-12 05:01:00,951
2025-01-12 05:01:05,833
2025-01-12 05:01:10,1017
2025-01-12 05:01:15,1176
2025-01-12 05:01:20,977
2025-01-12 05:01:25,948
2025-01-12 05:01:30,902
2025-01-12 05:01:35,890
2025-01-12 05:01:40,1004
2025-01-12 05:01:45,852
2025-01-12 05:01:50,749
2025-01-12 05:01:55,952
2025-01-12 05:02:00,928
2025-01-12 05:02:05,788
2025-01-12 05:02:10,835
2025-01-12 05:02:15,785
2025-01-12 05:02:20,972
2025-01-12 05:02:25,953
2025-01-12 05:02:30,824
2025-01-12 05:02:35,813
2025-01-12 05:02:40,900
2025-01-12 05:02:45,848
2025-01-12 05:02:50,937
2025-01-12 05:02:55,950
2025-01-12 05:03:00,1018
2025-01-12 05:03:05,967
2025-01-12 05:03:10,623
2025-01-12 05:03:15,968
2025-01-12 05:03:20,752
2025-01-12 05:03:25,912
2025-01-12 05:03:30,1002
2025-01-12 05:03:35,757
2025-01-12 05:03:40,906
2025-01-12 05:03:45,1054
2025-01-12 05:03:50,2485
2025-01-12 05:03:55,902
2025-01-12 05:04:00,1000
2025-01-12 05:04:05,1001
2025-01-12 05:04:10,1060
2025-01-12 05:04:15,778
2025-01-12 05:04:20,819
2025-01-12 05:04:25,1050
2025-01-12 05:04:30,788
2025-01-12 05:04:35,871
2025-01-12 05:04:40,995
2025-01-12 05:04:45,998
2025-01-12 05:04:50,877
2025-01-12 05:04:55,697
2025-01-12 05:05:00,775
2025-01-12 05:05:05,818
2025-01-12 05:05:10,805
2025-01-12 05:05:15,756
2025-01-12 05:05:20,755
2025-01-12 05:05:25,590
2025-01-12 05:05:30,713
2025-01-12 05:05:35,753
2025-01-12 05:05:40,797
2025-01-12 05:05:45,631
2025-01-12 05:05:50,877
2025-01-12 05:05:55,848
2025-01-12 05:06:00,873
2025-01-12 05:06:05,666
2025-01-12 05:06:10,995
2025-01-12 05:06:15,1865
2025-01-12 05:06:20,1896
2025-01-12 05:06:25,2612
2025-01-12 05:06:30,2588
2025-01-12 05:06:35,2494
2025-01-12 05:06:40,2570
2025-01-12 05:06:45,2410
2025-01-12 05:06:50,2115
2025-01-12 05:06:55,2011
2025-01-12 05:07:00,1902
2025-01-12 05:07:05,1660
2025-01-12 05:07:10,1296
2025-01-12 05:07:15,2378
2025-01-12 05:07:20,2874
2025-01-12 05:07:25,2460
2025-01-12 05:07:30,2252
2025-01-12 05:07:35,2419
2025-01-12 05:07:40,1963
2025-01-12 05:07:45,1414
2025-01-12 05:07:50,1597
2025-01-12 05:07:55,1291
2025-01-12 05:08:00,1172
2025-01-12 05:08:05,1813
2025-01-12 05:08:10,1983
2025-01-12 05:08:15,1986
2025-01-12 05:08:20,1714
2025-01-12 05:08:25,1778
2025-01-12 05:08:30,1771
2025-01-12 05:08:35,1683
2025-01-12 05:08:40,1167
2025-01-12 05:08:45,775
2025-01-12 05:08:50,1547
2025-01-12 05:08:55,2110
2025-01-12 05:09:00,1780
2025-01-12 05:09:05,2877
2025-01-12 05:09:10,4337
2025-01-12 05:09:15,5007
2025-01-12 05:09:20,6231
2025-01-12 05:09:25,5399
2025-01-12 05:09:30,4989
2025-01-12 05:09:35,4157
2025-01-12 05:09:40,3870
2025-01-12 05:09:45,2276
2025-01-12 05:09:50,2218
2025-01-12 05:09:55,3354
2025-01-12 05:10:00,3280
2025-01-12 05:10:05,3707
2025-01-12 05:10:10,3736
2025-01-12 05:10:15,3675
2025-01-12 05:10:20,6635
2025-01-12 05:10:25,11351
2025-01-12 05:10:30,10359
2025-01-12 05:10:35,11329
2025-01-12 05:10:40,12077
2025-01-12 05:10:45,8493
2025-01-12 05:10:50,8627
2025-01-12 05:10:55,11718
2025-01-12 05:11:00,27201
2025-01-12 05:11:05,62618
2025-01-12 05:11:10,15034
2025-01-12 05:11:15,637
2025-01-12 05:11:20,698
2025-01-12 05:11:25,571
2025-01-12 05:11:30,839
2025-01-12 05:11:35,624
2025-01-12 05:11:40,473
2025-01-12 05:11:45,383
2025-01-12 05:11:50,442
2025-01-12 05:11:55,417
2025-01-12 05:12:00,282
2025-01-12 05:12:05,400
2025-01-12 05:12:10,450
2025-01-12 05:12:15,370
2025-01-12 05:12:20,367
2025-01-12 05:12:25,398
2025-01-12 05:12:30,302
2025-01-12 05:12:35,301
2025-01-12 05:12:40,392
2025-01-12 05:12:45,350
2025-01-12 05:12:50,374
2025-01-12 05:12:55,323
2025-01-12 05:13:00,351
2025-01-12 05:13:05,267
2025-01-12 05:13:10,336
2025-01-12 05:13:15,284
2025-01-12 05:13:20,412
2025-01-12 05:13:25,576
2025-01-12 05:13:30,617
2025-01-12 05:13:35,563
2025-01-12 05:13:40,671
2025-01-12 05:13:45,488
2025-01-12 05:13:50,175
2025-01-12 05:13:55,178
2025-01-12 05:14:00,81
2025-01-12 05:14:05,11
2025-01-12 05:14:10,9
2025-01-12 05:14:15,15
2025-01-12 05:14:20,12
2025-01-12 05:14:25,14
2025-01-12 05:14:30,27
2025-01-12 05:14:35,19
2025-01-12 05:14:40,58
2025-01-12 05:14:45,63
2025-01-12 05:14:50,35
2025-01-12 05:14:55,39
2025-01-12 05:15:00,1
