src_ip,0
108.157.197.249,2.594593472608228
114.88.220.88,7.999936000511996
114.89.253.74,2.6666642962984035
114.90.81.145,3.999992000016
114.91.197.89,1.7471262761263195
122.186.139.92,15.999744004095934
122.187.198.104,2.8493144439858753
133.131.120.65,15.999744004095934
139.218.6.53,3.5555492345791384
150.134.1.139,7.999936000511996
175.117.128.64,3.5555492345791384
2.41.166.242,3.999992000016
2.46.183.85,2.285712544219014
202.10.138.64,15.999744004095934
202.10.138.66,15.999744004095934
202.10.150.255,15.999744004095934
202.10.160.235,15.999744004095934
202.155.37.145,15.999744004095934
203.182.168.38,3.4782584499071656
203.182.169.136,3.718890103054716
206.45.31.9,5.094250869128014
218.45.26.176,3.199998293334244
34.138.244.65,3.388888700617294
46.0.249.3,15.999744004095934
47.52.63.45,3.999992000016
47.58.206.244,15.999744004095934
5.68.16.222,15.999914667121775
59.48.217.38,2.415093610537778
61.68.162.64,2.3529400692046734
